order_id,order_timestamp,location_id,customer_id
ORD-000111,2022-06-18 12:12:02,STM,DEAL-001
ORD-000112,2022-06-20 10:58:01,HTB,DEAL-002
ORD-000113,2022-06-21 13:46:37,SZK,DEAL-003
ORD-000114,2022-06-23 09:48:59,HMM,DEAL-005
ORD-000115,2022-06-24 12:16:35,KMM,DEAL-004
ORD-000116,2022-06-27 16:31:28,HTB,DEAL-002
ORD-000117,2022-06-29 12:28:02,STM,DEAL-001
ORD-000118,2022-06-29 08:35:10,HMM,DEAL-005
ORD-000119,2022-07-03 17:15:09,HTB,DEAL-002
ORD-000120,2022-07-03 10:30:32,SZK,DEAL-003
ORD-000121,2022-07-06 16:14:16,KMM,DEAL-004
ORD-000122,2022-07-08 08:18:29,HTB,DEAL-002
ORD-000123,2022-07-11 10:13:57,STM,DEAL-001
ORD-000124,2022-07-11 13:00:36,HMM,DEAL-005
ORD-000125,2022-07-12 10:23:59,SZK,DEAL-003
ORD-000126,2022-07-13 17:24:28,KMM,DEAL-004
ORD-000127,2022-07-15 17:42:26,SZK,DEAL-008
ORD-000128,2022-07-19 09:29:51,HMM,DEAL-005
ORD-000129,2022-07-20 12:55:16,HTB,DEAL-002
ORD-000130,2022-07-20 16:00:17,SZK,DEAL-003
ORD-000131,2022-07-21 08:56:37,KMM,DEAL-004
ORD-000132,2022-07-23 08:22:47,STM,DEAL-001
ORD-000133,2022-07-25 08:56:38,HTB,DEAL-002
ORD-000134,2022-07-29 10:05:15,STM,DEAL-001
ORD-000135,2022-07-29 17:23:50,KMM,DEAL-004
ORD-000136,2022-07-30 12:48:40,HTB,DEAL-002
ORD-000137,2022-07-30 12:46:31,HMM,DEAL-005
ORD-000138,2022-07-31 16:45:48,SZK,DEAL-003
ORD-000139,2022-08-01 16:16:21,STM,DEAL-006
ORD-000140,2022-08-01 15:53:06,HTB,DEAL-007
ORD-000141,2022-08-03 09:10:58,KMM,DEAL-004
ORD-000142,2022-08-07 14:44:46,SZK,DEAL-003
ORD-000143,2022-08-08 15:12:54,HTB,DEAL-002
ORD-000144,2022-08-09 14:04:06,STM,DEAL-001
ORD-000145,2022-08-10 17:42:22,HMM,DEAL-005
ORD-000146,2022-08-13 15:50:17,SZK,DEAL-003
ORD-000147,2022-08-13 14:59:10,KMM,DEAL-004
ORD-000148,2022-08-17 11:46:40,HMM,DEAL-005
ORD-000149,2022-08-18 11:05:32,STM,DEAL-001
ORD-000150,2022-08-20 10:55:58,HTB,DEAL-002
ORD-000151,2022-08-21 16:41:29,KMM,DEAL-004
ORD-000152,2022-08-22 13:07:36,SZK,DEAL-003
ORD-000153,2022-08-25 15:27:23,HMM,DEAL-005
ORD-000154,2022-08-27 17:18:40,HTB,DEAL-002
ORD-000155,2022-08-27 10:14:34,KMM,DEAL-004
ORD-000156,2022-08-28 09:34:14,STM,DEAL-001
ORD-000157,2022-08-30 15:28:06,SZK,DEAL-003
ORD-000158,2022-09-01 08:47:57,KMM,DEAL-004
ORD-000159,2022-09-01 13:12:47,HMM,DEAL-005
ORD-000160,2022-09-01 08:55:33,STM,DEAL-006
ORD-000161,2022-09-01 17:23:38,SZK,DEAL-008
ORD-000162,2022-09-04 15:15:26,STM,DEAL-001
ORD-000163,2022-09-05 11:14:15,SZK,DEAL-003
ORD-000164,2022-09-08 08:35:13,HTB,DEAL-002
ORD-000165,2022-09-11 16:19:14,HMM,DEAL-005
ORD-000166,2022-09-12 14:32:34,KMM,DEAL-004
ORD-000167,2022-09-15 11:56:41,HTB,DEAL-007
ORD-000168,2022-09-16 17:00:39,STM,DEAL-001
ORD-000169,2022-09-17 08:26:44,SZK,DEAL-003
ORD-000170,2022-09-18 12:17:49,HTB,DEAL-002
ORD-000171,2022-09-20 15:54:43,HMM,DEAL-005
ORD-000172,2022-09-22 10:05:35,KMM,DEAL-004
ORD-000173,2022-09-23 14:38:10,SZK,DEAL-003
ORD-000174,2022-09-26 17:55:31,STM,DEAL-001
ORD-000175,2022-09-26 12:26:37,HMM,DEAL-005
ORD-000176,2022-09-29 13:48:03,KMM,DEAL-004
ORD-000177,2022-09-30 13:59:28,HTB,DEAL-002
ORD-000178,2022-10-01 15:28:07,SZK,DEAL-008
ORD-000179,2022-10-02 11:50:55,STM,DEAL-001
ORD-000180,2022-10-04 09:38:17,SZK,DEAL-003
ORD-000181,2022-10-07 15:00:43,HTB,DEAL-002
ORD-000182,2022-10-07 13:38:56,HMM,DEAL-005
ORD-000183,2022-10-09 17:42:44,STM,DEAL-001
ORD-000184,2022-10-10 17:25:02,SZK,DEAL-003
ORD-000185,2022-10-10 17:53:53,KMM,DEAL-004
ORD-000186,2022-10-13 12:52:25,HTB,DEAL-002
ORD-000187,2022-10-15 10:43:59,SZK,DEAL-003
ORD-000188,2022-10-15 14:53:10,HMM,DEAL-005
ORD-000189,2022-10-15 09:24:42,STM,DEAL-006
ORD-000190,2022-10-16 15:57:18,KMM,DEAL-004
ORD-000191,2022-10-17 12:58:16,STM,DEAL-001
ORD-000192,2022-10-22 12:00:19,HMM,DEAL-005
ORD-000193,2022-10-23 09:49:53,HTB,DEAL-002
ORD-000194,2022-10-23 16:02:46,SZK,DEAL-003
ORD-000195,2022-10-24 15:11:44,KMM,DEAL-004
ORD-000196,2022-10-26 10:04:03,STM,DEAL-001
ORD-000197,2022-10-28 12:20:29,HTB,DEAL-002
ORD-000198,2022-10-30 16:45:06,KMM,DEAL-004
ORD-000199,2022-10-30 16:56:12,HMM,DEAL-005
ORD-000200,2022-11-01 17:46:54,HTB,DEAL-007
ORD-000201,2022-11-04 08:29:41,SZK,DEAL-003
ORD-000202,2022-11-05 13:48:36,HTB,DEAL-002
ORD-000203,2022-11-07 12:17:12,STM,DEAL-001
ORD-000204,2022-11-11 13:32:35,KMM,DEAL-004
ORD-000205,2022-11-11 08:02:40,HMM,DEAL-005
ORD-000206,2022-11-12 16:35:14,SZK,DEAL-003
ORD-000207,2022-11-14 08:45:39,STM,DEAL-001
ORD-000208,2022-11-15 09:42:22,HTB,DEAL-002
ORD-000209,2022-11-15 11:09:54,STM,DEAL-006
ORD-000210,2022-11-15 15:42:32,SZK,DEAL-008
ORD-000211,2022-11-20 11:06:15,HMM,DEAL-005
ORD-000212,2022-11-21 09:31:51,STM,DEAL-001
ORD-000213,2022-11-21 11:39:48,KMM,DEAL-004
ORD-000214,2022-11-23 17:00:56,SZK,DEAL-003
ORD-000215,2022-11-24 10:40:22,HTB,DEAL-002
ORD-000216,2022-11-27 10:08:11,KMM,DEAL-004
ORD-000217,2022-11-30 13:44:28,STM,DEAL-001
ORD-000218,2022-11-30 15:17:22,HMM,DEAL-005
ORD-000219,2022-12-04 16:40:53,HTB,DEAL-002
ORD-000220,2022-12-04 11:57:04,KMM,DEAL-004
ORD-000221,2022-12-05 13:19:44,SZK,DEAL-003
ORD-000222,2022-12-05 14:04:29,HMM,DEAL-005
ORD-000223,2022-12-10 15:01:54,STM,DEAL-001
ORD-000224,2022-12-11 08:33:10,KMM,DEAL-004
ORD-000225,2022-12-12 16:18:48,HTB,DEAL-002
ORD-000226,2022-12-14 15:46:44,HMM,DEAL-005
ORD-000227,2022-12-15 11:08:55,HTB,DEAL-007
ORD-000228,2022-12-16 14:38:39,STM,DEAL-001
ORD-000229,2022-12-17 15:34:34,SZK,DEAL-003
ORD-000230,2022-12-18 12:04:02,HTB,DEAL-002
ORD-000231,2022-12-19 12:08:08,HMM,DEAL-005
ORD-000232,2022-12-21 16:52:17,STM,DEAL-001
ORD-000233,2022-12-21 17:14:54,KMM,DEAL-004
ORD-000234,2022-12-24 13:23:27,HTB,DEAL-002
ORD-000235,2022-12-24 09:44:49,SZK,DEAL-003
ORD-000236,2022-12-29 17:06:29,HMM,DEAL-005
ORD-000237,2022-12-31 15:22:59,STM,DEAL-001
ORD-000238,2022-12-31 13:48:08,HTB,DEAL-002
ORD-000239,2023-01-01 17:57:52,SZK,DEAL-003
ORD-000240,2023-01-01 09:01:12,KMM,DEAL-004
ORD-000241,2023-01-01 14:23:24,STM,DEAL-006
ORD-000242,2023-01-01 15:03:49,SZK,DEAL-008
ORD-000243,2023-01-03 14:49:33,HMM,DEAL-005
ORD-000244,2023-01-08 12:25:16,HTB,DEAL-002
ORD-000245,2023-01-09 10:56:54,STM,DEAL-001
ORD-000246,2023-01-09 17:03:51,SZK,DEAL-003
ORD-000247,2023-01-09 14:01:01,HMM,DEAL-005
ORD-000248,2023-01-12 17:01:56,KMM,DEAL-004
ORD-000249,2023-01-15 08:15:34,SZK,DEAL-003
ORD-000250,2023-01-15 16:43:23,HMM,DEAL-005
ORD-000251,2023-01-20 17:55:16,STM,DEAL-001
ORD-000252,2023-01-20 13:14:10,HTB,DEAL-002
ORD-000253,2023-01-21 15:45:57,KMM,DEAL-004
ORD-000254,2023-01-21 12:39:50,HTB,DEAL-007
ORD-000255,2023-01-25 15:31:58,HTB,DEAL-002
ORD-000256,2023-01-25 08:04:01,HMM,DEAL-005
ORD-000257,2023-01-27 09:21:58,SZK,DEAL-003
ORD-000258,2023-02-01 17:34:53,STM,DEAL-001
ORD-000259,2023-02-01 11:53:14,KMM,DEAL-004
ORD-000260,2023-02-01 12:18:31,SZK,DEAL-008
ORD-000261,2023-02-02 08:33:13,HTB,DEAL-002
ORD-000262,2023-02-02 15:22:47,HMM,DEAL-005
ORD-000263,2023-02-04 13:51:57,SZK,DEAL-003
ORD-000264,2023-02-08 13:56:58,STM,DEAL-006
ORD-000265,2023-02-09 08:34:28,STM,DEAL-001
ORD-000266,2023-02-09 12:43:59,KMM,DEAL-004
ORD-000267,2023-02-13 08:44:28,HTB,DEAL-002
ORD-000268,2023-02-13 17:46:56,SZK,DEAL-003
ORD-000269,2023-02-14 12:41:22,HMM,DEAL-005
ORD-000270,2023-02-15 11:33:45,STM,DEAL-001
ORD-000271,2023-02-18 13:40:35,HTB,DEAL-002
ORD-000272,2023-02-19 12:59:17,KMM,DEAL-004
ORD-000273,2023-02-21 15:01:07,SZK,DEAL-003
ORD-000274,2023-02-25 09:20:48,HTB,DEAL-002
ORD-000275,2023-02-26 16:50:06,HMM,DEAL-005
ORD-000276,2023-02-27 12:03:18,STM,DEAL-001
ORD-000277,2023-03-01 17:57:36,HTB,DEAL-007
ORD-000278,2023-03-02 13:48:56,KMM,DEAL-004
ORD-000279,2023-03-04 10:17:39,STM,DEAL-001
ORD-000280,2023-03-05 14:07:10,SZK,DEAL-003
ORD-000281,2023-03-09 13:34:42,HTB,DEAL-002
ORD-000282,2023-03-09 15:30:16,HMM,DEAL-005
ORD-000283,2023-03-13 09:33:41,STM,DEAL-001
ORD-000284,2023-03-14 10:15:01,SZK,DEAL-003
ORD-000285,2023-03-14 17:41:49,KMM,DEAL-004
ORD-000286,2023-03-15 16:34:14,SZK,DEAL-008
ORD-000287,2023-03-18 12:58:31,STM,DEAL-001
ORD-000288,2023-03-18 14:03:05,HTB,DEAL-002
ORD-000289,2023-03-21 12:43:30,SZK,DEAL-003
ORD-000290,2023-03-21 10:11:27,HMM,DEAL-005
ORD-000291,2023-03-24 16:18:07,KMM,DEAL-004
ORD-000292,2023-03-26 10:53:21,SZK,DEAL-003
ORD-000293,2023-03-27 13:28:53,HMM,DEAL-005
ORD-000294,2023-03-29 13:10:01,HTB,DEAL-002
ORD-000295,2023-03-30 17:49:10,STM,DEAL-001
ORD-000296,2023-03-30 17:01:30,KMM,DEAL-004
ORD-000297,2023-04-01 14:06:50,STM,DEAL-006
ORD-000298,2023-04-05 08:00:28,SZK,DEAL-003
ORD-000299,2023-04-06 11:22:56,HTB,DEAL-007
ORD-000300,2023-04-08 08:48:32,STM,DEAL-001
ORD-000301,2023-04-08 15:49:33,HTB,DEAL-002
ORD-000302,2023-04-08 17:44:22,KMM,DEAL-004
ORD-000303,2023-04-08 10:25:02,HMM,DEAL-005
ORD-000304,2023-04-13 10:11:58,STM,DEAL-001
ORD-000305,2023-04-13 14:48:26,SZK,DEAL-003
ORD-000306,2023-04-15 15:48:11,KMM,DEAL-004
ORD-000307,2023-04-16 14:26:17,HTB,DEAL-002
ORD-000308,2023-04-18 09:40:31,HMM,DEAL-005
ORD-000309,2023-04-21 16:24:00,SZK,DEAL-003
ORD-000310,2023-04-23 16:39:08,STM,DEAL-001
ORD-000311,2023-04-24 08:06:19,KMM,DEAL-004
ORD-000312,2023-04-26 15:30:42,HTB,DEAL-002
ORD-000313,2023-04-30 15:06:31,STM,DEAL-001
ORD-000314,2023-04-30 17:32:59,HMM,DEAL-005
ORD-000315,2023-05-01 09:05:48,STM,DEAL-006
ORD-000316,2023-05-01 14:01:52,SZK,DEAL-008
ORD-000317,2023-05-02 10:36:35,SZK,DEAL-003
ORD-000318,2023-05-03 14:28:48,HTB,DEAL-002
ORD-000319,2023-05-05 15:52:23,KMM,DEAL-004
ORD-000320,2023-05-07 13:53:47,SZK,DEAL-003
ORD-000321,2023-05-07 08:00:06,HMM,DEAL-005
ORD-000322,2023-05-09 16:32:38,HTB,DEAL-002
ORD-000323,2023-05-11 14:06:48,STM,DEAL-001
ORD-000324,2023-05-12 09:27:33,SZK,DEAL-003
ORD-000325,2023-05-12 13:15:32,KMM,DEAL-004
ORD-000326,2023-05-15 09:38:08,HTB,DEAL-002
ORD-000327,2023-05-15 10:50:02,HTB,DEAL-007
ORD-000328,2023-05-16 13:18:43,HMM,DEAL-005
ORD-000329,2023-05-20 14:19:19,KMM,DEAL-004
ORD-000330,2023-05-21 09:42:21,STM,DEAL-001
ORD-000331,2023-05-22 09:33:01,SZK,DEAL-003
ORD-000332,2023-05-25 08:46:03,HMM,DEAL-005
ORD-000333,2023-05-27 13:45:48,HTB,DEAL-002
ORD-000334,2023-05-28 13:28:49,SZK,DEAL-003
ORD-000335,2023-05-30 09:34:09,STM,DEAL-001
ORD-000336,2023-06-01 09:54:11,HTB,DEAL-002
ORD-000337,2023-06-01 15:57:55,KMM,DEAL-004
ORD-000338,2023-06-02 08:45:08,HMM,DEAL-005
ORD-000339,2023-06-05 12:12:56,SZK,DEAL-003
ORD-000340,2023-06-08 17:54:39,STM,DEAL-006
ORD-000341,2023-06-08 08:19:57,SZK,DEAL-008
ORD-000342,2023-06-09 15:48:11,KMM,DEAL-004
ORD-000343,2023-06-09 08:07:58,HMM,DEAL-005
ORD-000344,2023-06-11 08:06:17,STM,DEAL-001
ORD-000345,2023-06-11 09:17:48,HTB,DEAL-002
ORD-000346,2023-06-14 09:28:23,KMM,DEAL-004
ORD-000347,2023-06-15 13:12:46,SZK,DEAL-003
ORD-000348,2023-06-18 08:47:24,HMM,DEAL-005
ORD-000349,2023-06-20 11:51:55,HTB,DEAL-002
ORD-000350,2023-06-22 14:12:45,STM,DEAL-001
ORD-000351,2023-06-22 14:40:28,KMM,DEAL-004
ORD-000352,2023-06-26 08:55:20,SZK,DEAL-003
ORD-000353,2023-06-27 13:41:16,HTB,DEAL-002
ORD-000354,2023-06-27 16:20:20,KMM,DEAL-004
ORD-000355,2023-06-27 10:12:06,HMM,DEAL-005
ORD-000356,2023-06-28 15:38:05,STM,DEAL-001
ORD-000357,2023-07-01 13:14:02,HTB,DEAL-007
ORD-000358,2023-07-02 14:57:52,HMM,DEAL-005
ORD-000359,2023-07-03 09:04:30,STM,DEAL-001
ORD-000360,2023-07-06 08:30:42,SZK,DEAL-003
ORD-000361,2023-07-06 13:34:10,KMM,DEAL-004
ORD-000362,2023-07-08 09:06:13,HTB,DEAL-002
ORD-000363,2023-07-09 11:24:31,STM,DEAL-001
ORD-000364,2023-07-13 17:47:44,HMM,DEAL-005
ORD-000365,2023-07-15 13:29:34,STM,DEAL-006
ORD-000366,2023-07-16 11:26:16,KMM,DEAL-004
ORD-000367,2023-07-17 08:12:48,SZK,DEAL-003
ORD-000368,2023-07-19 08:04:01,STM,DEAL-001
ORD-000369,2023-07-19 09:35:03,HTB,DEAL-002
ORD-000370,2023-07-22 14:37:33,KMM,DEAL-004
ORD-000371,2023-07-22 16:18:55,SZK,DEAL-008
ORD-000372,2023-07-23 08:01:37,HMM,DEAL-005
ORD-000373,2023-07-26 09:59:44,STM,DEAL-001
ORD-000374,2023-07-27 11:45:55,HTB,DEAL-002
ORD-000375,2023-07-27 13:56:44,KMM,DEAL-004
ORD-000376,2023-07-29 14:38:55,SZK,DEAL-003
ORD-000377,2023-08-01 14:02:12,HTB,DEAL-007
ORD-000378,2023-08-03 14:49:40,STM,DEAL-001
ORD-000379,2023-08-03 12:51:01,HMM,DEAL-005
ORD-000380,2023-08-05 11:24:56,SZK,DEAL-003
ORD-000381,2023-08-06 13:19:56,HTB,DEAL-002
ORD-000382,2023-08-06 10:44:24,KMM,DEAL-004
ORD-000383,2023-08-10 17:06:07,STM,DEAL-001
ORD-000384,2023-08-14 13:26:04,HMM,DEAL-005
ORD-000385,2023-08-15 13:17:49,KMM,DEAL-004
ORD-000386,2023-08-15 10:11:37,STM,DEAL-006
ORD-000387,2023-08-17 08:28:19,HTB,DEAL-002
ORD-000388,2023-08-17 15:24:21,SZK,DEAL-003
ORD-000389,2023-08-21 09:25:27,HMM,DEAL-005
ORD-000390,2023-08-22 15:03:02,STM,DEAL-001
ORD-000391,2023-08-24 16:42:42,SZK,DEAL-003
ORD-000392,2023-08-25 09:35:00,HTB,DEAL-002
ORD-000393,2023-08-27 09:46:46,KMM,DEAL-004
ORD-000394,2023-08-29 08:58:21,HMM,DEAL-005
ORD-000395,2023-08-30 14:21:51,SZK,DEAL-003
ORD-000396,2023-09-01 09:15:30,HTB,DEAL-007
ORD-000397,2023-09-01 09:29:13,SZK,DEAL-008
ORD-000398,2023-09-02 14:25:41,STM,DEAL-001
ORD-000399,2023-09-02 09:10:54,KMM,DEAL-004
ORD-000400,2023-09-04 09:25:24,HTB,DEAL-002
ORD-000401,2023-09-07 16:54:22,STM,DEAL-001
ORD-000402,2023-09-09 08:26:47,SZK,DEAL-003
ORD-000403,2023-09-09 08:05:00,HMM,DEAL-005
ORD-000404,2023-09-12 17:10:20,KMM,DEAL-004
ORD-000405,2023-09-14 14:32:57,HMM,DEAL-005
ORD-000406,2023-09-15 08:58:46,HTB,DEAL-002
ORD-000407,2023-09-15 16:55:29,SZK,DEAL-003
ORD-000408,2023-09-15 16:46:03,STM,DEAL-006
ORD-000409,2023-09-16 11:39:26,STM,DEAL-001
ORD-000410,2023-09-22 11:17:43,STM,DEAL-001
ORD-000411,2023-09-22 10:20:04,KMM,DEAL-004
ORD-000412,2023-09-23 08:46:08,HTB,DEAL-002
ORD-000413,2023-09-26 10:48:40,HMM,DEAL-005
ORD-000414,2023-09-27 15:25:14,SZK,DEAL-003
ORD-000415,2023-09-30 17:05:24,STM,DEAL-001
ORD-000416,2023-10-01 17:43:07,SZK,DEAL-008
ORD-000417,2023-10-02 13:17:02,SZK,DEAL-003
ORD-000418,2023-10-03 10:37:11,HTB,DEAL-002
ORD-000419,2023-10-03 08:47:40,KMM,DEAL-004
ORD-000420,2023-10-06 17:12:01,HMM,DEAL-005
ORD-000421,2023-10-08 09:43:13,HTB,DEAL-007
ORD-000422,2023-10-10 12:30:16,STM,DEAL-001
ORD-000423,2023-10-13 17:00:44,KMM,DEAL-004
ORD-000424,2023-10-14 10:26:09,HTB,DEAL-002
ORD-000425,2023-10-14 11:08:50,SZK,DEAL-003
ORD-000426,2023-10-14 09:39:31,HMM,DEAL-005
ORD-000427,2023-10-18 10:50:10,STM,DEAL-006
ORD-000428,2023-10-20 17:11:13,HTB,DEAL-002
ORD-000429,2023-10-20 17:04:41,HMM,DEAL-005
ORD-000430,2023-10-21 17:18:41,KMM,DEAL-004
ORD-000431,2023-10-22 13:34:35,STM,DEAL-001
ORD-000432,2023-10-24 15:46:33,SZK,DEAL-003
ORD-000433,2023-10-26 08:45:36,HMM,DEAL-005
ORD-000434,2023-10-27 09:13:54,HTB,DEAL-002
ORD-000435,2023-10-27 17:27:29,KMM,DEAL-004
ORD-000436,2023-10-30 15:38:18,SZK,DEAL-003
ORD-000437,2023-10-31 17:31:16,STM,DEAL-001
ORD-000438,2023-11-01 16:01:31,KMM,DEAL-004
ORD-000439,2023-11-03 11:50:09,HMM,DEAL-005
ORD-000440,2023-11-04 08:42:21,SZK,DEAL-003
ORD-000441,2023-11-07 10:10:11,HTB,DEAL-002
ORD-000442,2023-11-09 14:12:50,SZK,DEAL-003
ORD-000443,2023-11-10 16:05:17,STM,DEAL-001
ORD-000444,2023-11-11 14:10:57,SZK,DEAL-008
ORD-000445,2023-11-13 17:34:36,HTB,DEAL-002
ORD-000446,2023-11-13 11:56:33,KMM,DEAL-004
ORD-000447,2023-11-14 11:23:05,HMM,DEAL-005
ORD-000448,2023-11-15 08:59:55,HTB,DEAL-007
ORD-000449,2023-11-18 15:07:55,STM,DEAL-001
ORD-000450,2023-11-18 17:35:32,HTB,DEAL-002
ORD-000451,2023-11-20 13:24:00,HMM,DEAL-005
ORD-000452,2023-11-21 13:14:38,SZK,DEAL-003
ORD-000453,2023-11-24 17:47:45,STM,DEAL-001
